Name,DisplayName,Shawns display names,Secondary Packaging,Abbreviation,Vaccine presentation,Method  of administration,Doses per vial,Packed vol/dose(cc) of vaccine,Packed vol/dose(cc) of diluent,Vaccine price/vial,Vaccine price/dose,Price Units,Price Year,Doses/person,LifetimeFreezerMonths,LifetimeCoolerMonths,LifetimeRoomTempMonths,LifetimeOpenMonths,RandomKey,Notes,Link,Manufacturer
YellowFever_WHO_Shipping_Guide_5Dose,YF WHO 5 Dose,Yellow Fever Generic 5 Dose,1 Vial,YF,Lyophilized + Water For Injection Diluent,Intramuscular of Subcutaneous,5,6.5,5,,,USD,,1,0.002,24,0.001,0.01,10249,,,WHO Shipping Guidelines
YellowFever_WHO_Shipping_Guide_10Dose,YF WHO 10 Dose,Yellow Fever Generic 10 Dose,1 Vial,YF,Lyophilized + Water For Injection Diluent,Intramuscular of Subcutaneous,10,2.5,6,,,USD,,1,0.002,24,0.001,0.01,10250,,,WHO Shipping Guidelines
YellowFever_WHO_Shipping_Guide_20Dose,YF WHO 20 Dose,Yellow Fever Generic 20 Dose,1 Vial,YF,Lyophilized + Water For Injection Diluent,Intramuscular of Subcutaneous,20,1,3,,,USD,,1,0.002,24,0.001,0.01,10251,,,WHO Shipping Guidelines
YellowFever_BioManguinhos_5Dose,YF Bio-Mang 5 Dose,Yellow Fever 5 Dose ,50 Vial Carton + 50 Ampoule Carton Of Diluent,YF,Lyophilized + Water For Injection Diluent,Intramuscular of Subcutaneous,5,6.31,7,,,USD,,1,0.002,24,0.001,0.01,10252,,http://www.who.int/immunization_standards/vaccine_quality/20_yf/en/index.html,Bio-Manguinhos
YellowFever_BioManguinhos_10Dose,YF Bio-Mang 10 Dose,Yellow Fever 10 Dose ,10 Vial Carton + 10 Ampoule Diluent Carton,YF,Lyophilized + Water For Injection Diluent,Intramuscular of Subcutaneous,10,2.96,6,,,USD,,1,0.002,24,0.001,0.01,10253,,http://www.who.int/immunization_standards/vaccine_quality/21_yf/en/index.html,Bio-Manguinhos
YellowFever_BioManguinhos_50Dose,YF Bio-Mang 50 Dose,Yellow Fever 50 Dose ,50 Vial Carton + 50 Vial Diluent Carton,YF,Lyophilized + Water For Injection Diluent,Intramuscular of Subcutaneous,50,0.63,3,,,USD,,1,0.002,24,0.001,0.01,10254,,http://www.who.int/immunization_standards/vaccine_quality/22_yf/en/index.html,Bio-Manguinhos
YellowFever_PasteurDakar_5Dose,YF PasteurDakar 5 Dose,Yellow Fever 5 Dose ,10 Ampoule Carton,YF,Lyophilized + 0.9% Sodium Chloride Diluent,Intramuscular of Subcutaneous,5,2.8,7,,,USD,,1,0.002,24,0.001,0.01,10255,,http://www.who.int/immunization_standards/vaccine_quality/65_yf/en/index.html,Institut Pasteur Dakar
YellowFever_PasteurDakar_20Dose,YF PasteurDakar 20 Dose,Yellow Fever 20 Dose ,10 Ampoule Carton,YF,Lyophilized + 0.9% Sodium Chloride Diluent,Intramuscular of Subcutaneous,20,0.7,3,,,USD,,1,0.002,24,0.001,0.01,10256,,http://www.who.int/immunization_standards/vaccine_quality/66_yf/en/index.html,Institut Pasteur Dakar
YellowFever_PasteurDakar_10Dose,YF PasteurDakar 10 Dose,Yellow Fever 10 Dose ,10 Ampoule Carton,YF,Lyophilized + 0.9% Sodium Chloride Diluent,Intramuscular of Subcutaneous,10,1.4,6,,,USD,,1,0.002,24,0.001,0.01,10257,,http://www.who.int/immunization_standards/vaccine_quality/67_yf/en/index.html,Institut Pasteur Dakar
YellowFever_InstPoliomyelitis_2Dose,YF IPVE 2 Dose,Yellow Fever 2 Dose ,10 Ampoule Carton + 10 Ampoule Diluent Carton,YF,Lyophilized,Intramuscular of Subcutaneous,2,7.2,7,,,USD,,1,0.002,24,0.001,0.01,10258,,http://www.who.int/immunization_standards/vaccine_quality/PQ_176_YF_IPVE_2_dose/en/index.html,Institute Poliomyelitis and Viral Encephalitides
YellowFever_InstPoliomyelitis_5Dose,YF IPVE 5 Dose,Yellow Fever 5 Dose ,10 Ampoule Carton + 10 Ampoule Diluent Carton,YF,Lyophilized,Intramuscular of Subcutaneous,5,6,6,,,USD,,1,0.002,24,0.001,0.01,10259,,http://www.who.int/immunization_standards/vaccine_quality/PQ_177_YF_IPVE_5_dose/en/index.html,Institute Poliomyelitis and Viral Encephalitides
YellowFever_InstPoliomyelitis_10Dose,YF IPVE 10 Dose,Yellow Fever 10 Dose ,10 Ampoule Carton + 10 Ampoule Diluent Carton,YF,Lyophilized,Intramuscular of Subcutaneous,10,3.6,3.6,,,USD,,1,0.002,24,0.001,0.01,10260,,http://www.who.int/immunization_standards/vaccine_quality/PQ_178_YF_IPVE_10_dose/en/index.html,Institute Poliomyelitis and Viral Encephalitides
YellowFever_Sanofi_10Dose,YF Sanofi 10 Dose,STAMARIL Yellow Fever 10 Dose ,10 Vial Carton + 10 Vial Diluent Carton,YF,Lyophilized + 0.9% Sodium Chloride In Vial Diluent,Intramuscular of Subcutaneous,10,2.46,2.85,,,USD,,1,0.002,24,0.001,0.01,10261,,http://www.who.int/immunization_standards/vaccine_quality/PQ_113_yellow_fever_10_dose_sanofi_pasteur/en/,Sanofi Pasteur
